player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
4085,Carl Frommel,Carl,Frommel,NA,NA,NA,NA,25,-
4086,Jon Hardy,Jon,Hardy,NA,1956-08-01,01-08,NA,54,-
4087,Jay Hoffman,Jay,Hoffman,NA,1958-01-20,20-01,"Casino, New South Wales, Australia",111,35
4112,Dennis Donoghue,Dennis,Donoghue,NA,NA,NA,NA,2,-
965,Paul Mares,Paul,Mares,NA,1963-09-20,20-09,NA,79,12
2510,Gary Bridge,Gary,Bridge,Parrot,1961-06-23,23-06,"Taree, New South Wales, Australia",122,144
4074,Terry Regan,Terry,Regan,NA,1958-05-21,21-05,NA,84,32
988,Chris Close,Chris,Close,Choppy,1959-02-05,05-02,"Cunnamulla, Queensland, Australia",166,170
1137,Brad Izzard,Brad,Izzard,Whiz,1962-05-06,06-05,"Sydney, New South Wales, Australia",208,283
4076,Craig McAlpine,Craig,McAlpine,NA,1961-03-21,21-03,"Brisbane, Queensland, Australia",20,71
4092,Martyn Cavill,Martyn,Cavill,NA,NA,NA,NA,25,6
4121,Mitchell Jones,Mitchell,Jones,NA,NA,NA,NA,9,-
4115,Don Price,Don,Price,NA,1956-08-04,04-08,"Sydney, New South Wales, Australia",27,4
4128,Ron Sigsworth,Ron,Sigsworth,NA,1961-08-31,31-08,NA,38,54
434,David Boyle,David,Boyle,NA,1959-08-31,31-08,NA,168,28
260,Des Hasler,Des,Hasler,Sorry,1961-02-16,16-02,"Gosford, New South Wales, Australia",289,333
961,Steve Hardy,Steve,Hardy,NA,1961-12-03,03-12,NA,125,76
16087,Attila Tuza,Attila,Tuza,NA,NA,NA,NA,2,-
4280,Gary Mara,Gary,Mara,NA,1962-08-09,09-08,NA,3,6
4114,Gary Martine,Gary,Martine,NA,1959-10-26,26-10,NA,18,4
1116,Mark Laurie,Mark,Laurie,Pebbles,1962-07-23,23-07,NA,205,116
4091,Craig Treneman,Craig,Treneman,NA,NA,NA,NA,19,-
645,Ricky Walford,Ricky,Walford,NA,1963-12-08,08-12,NA,232,966
1145,Andrew Simons,Andrew,Simons,NA,1961-06-13,13-06,NA,133,195
4077,Mitchell Cox,Mitchell,Cox,NA,1958-10-22,22-10,"Manly, New South Wales, Australia",96,65
15541,Glenn Worne,Glenn,Worne,NA,NA,NA,NA,1,-
1016,Michael Bolt,Michael,Bolt,NA,1961-02-06,06-02,"Wollongong, New South Wales, Australia",171,34
4090,Terry Westblade,Terry,Westblade,NA,NA,NA,NA,38,7
4107,Ian Hamilton,Ian,Hamilton,NA,1959-09-30,30-09,NA,25,7
4153,Doug Rollerson,Doug,Rollerson,NA,1953-05-14,14-05,"Papkura, Auckland, New Zealand",3,6
1530,Chris Phelan,Chris,Phelan,NA,1955-12-12,12-12,NA,53,18
915,Dean Lance,Dean,Lance,NA,1959-04-04,04-04,"Narrabri, New South Wales, Australia",200,32
4082,David Reid,David,Reid,NA,NA,NA,NA,11,3
920,Chris O'Sullivan,Chris,O'Sullivan,NA,1959-09-23,23-09,"Canberra, Australian Capital Territory, Australia",202,276
16088,Wayne Stonham,Wayne,Stonham,NA,NA,NA,NA,7,-
16876,Bruce Bacchetto,Bruce,Bacchetto,NA,NA,NA,NA,1,-
4147,Brian Walden,Brian,Walden,NA,1957-09-09,09-09,NA,8,9
863,Kevin Hardwick,Kevin,Hardwick,NA,1962-05-03,03-05,NA,148,36
4109,Paul Thompson,Paul,Thompson,NA,1961-01-23,23-01,NA,38,24
902,Craig Bellamy,Craig,Bellamy,Bellyache,1958-10-03,03-10,"Portland, New South Wales, Australia",150,175
20897,Steve Collins,Steve,Collins,NA,NA,NA,NA,4,-
4089,Peter Kirkland,Peter,Kirkland,NA,NA,NA,NA,17,35
4078,Phil Hurst,Phil,Hurst,NA,NA,NA,NA,39,62
4187,Chris Withall,Chris,Withall,NA,1962-11-28,28-11,NA,44,18
1036,Chris Walsh,Chris,Walsh,NA,1962-06-05,05-06,NA,165,45
4080,Denis Kinchela,Denis,Kinchela,NA,NA,NA,NA,53,45
4079,John Bird,John,Bird,NA,1960-09-24,24-09,NA,13,7
12291,Peter Fitzpatrick,Peter,Fitzpatrick,NA,NA,NA,NA,1,-
2621,Mark Cannon,Mark,Cannon,Frank,1961-03-25,25-03,NA,75,100
16877,Greg Cambridge,Greg,Cambridge,NA,NA,NA,NA,1,-
16878,Peter Thomas,Peter,Thomas,NA,NA,NA,NA,2,-
13934,Gary Phillips,Gary,Phillips,NA,1960-02-01,01-02,NA,13,-
4081,Rowan Brennan,Rowan,Brennan,Animal,1958-04-13,13-04,"Port Moresby, Central, Papua New Guinea",47,11
4096,Shane Marshall,Shane,Marshall,NA,NA,NA,NA,14,55
4192,Michael Schofield,Michael,Schofield,NA,NA,NA,NA,34,4
4136,Gary Britt,Gary,Britt,NA,1962-03-21,21-03,NA,19,24
4126,Graham Waugh,Graham,Waugh,NA,NA,NA,NA,8,-
17310,Peter Elliott,Peter,Elliott,NA,NA,NA,"Bombala, New South Wales, Australia",1,-
4118,Danny Loftus,Danny,Loftus,NA,NA,NA,NA,8,6
4102,Neigel Tait,Neigel,Tait,NA,1963-08-08,08-08,NA,74,41
4100,Gary Collison,Gary,Collison,NA,NA,NA,NA,8,3
1165,Billy Noke,Billy,Noke,Arthur,1963-10-06,06-10,NA,117,62
903,Phil Carey,Phil,Carey,NA,1960-08-28,28-08,NA,128,140
4299,Darren Coles,Darren,Coles,NA,NA,NA,NA,14,-
14256,Rick Hannan,Rick,Hannan,NA,1962-03-14,14-03,NA,2,-
4142,Rod Whitticker,Rod,Whitticker,NA,NA,NA,NA,7,-
16879,Peter Partington,Peter,Partington,NA,NA,NA,NA,3,-
4098,Stan Browne,Stan,Browne,NA,1962-05-17,17-05,NA,75,52
4120,Michael Lans,Michael,Lans,NA,1958-05-10,10-05,NA,3,3
2572,Brett Gale,Brett,Gale,NA,1963-12-12,12-12,NA,65,20
4157,Scott Rigney,Scott,Rigney,NA,NA,NA,NA,7,3
875,Steve Roach,Steve,Roach,NA,1962-04-24,24-04,"Wollongong, New South Wales, Australia",185,48
4150,Chris Hughes,Chris,Hughes,NA,NA,NA,NA,2,-
4125,Anslem Delaney,Anslem,Delaney,NA,NA,NA,NA,8,2
16881,John Standen,John,Standen,NA,NA,NA,NA,1,-
4106,Angel Marina,Angel,Marina,NA,NA,NA,NA,22,34
2515,Ashley Gilbert,Ashley,Gilbert,NA,1962-11-28,28-11,"Crookwell, New South Wales, Australia",133,167
4155,Robert Jackson,Robert,Jackson,NA,1960-08-13,13-08,NA,18,16
4154,Phil McKenzie,Phil,McKenzie,NA,1963-06-13,13-06,NA,11,4
4097,Les Cleal,Les,Cleal,NA,1956-07-24,24-07,NA,14,12
341,Phil Blake,Phil,Blake,NA,1963-11-24,24-11,NA,271,574
16880,John Kasbarian,John,Kasbarian,NA,1961-02-11,11-02,NA,2,-
4190,Earnie Garland,Earnie,Garland,NA,1963-01-12,12-01,NA,33,4
858,Ben Elias,Ben,Elias,NA,1963-11-15,15-11,"Tripoli, Lebanon",233,181
4215,Brian Cummins,Brian,Cummins,NA,NA,NA,NA,11,-
448,Craig Coleman,Craig,Coleman,NA,1963-01-31,31-01,"Surry Hills, New South Wales, Australia",268,128
4151,Scott Greenland,Scott,Greenland,NA,1963-01-21,21-01,NA,48,4
4124,Brett Lobb,Brett,Lobb,NA,1961-07-28,28-07,NA,75,77
4156,Mike Smith,Mike,Smith,NA,NA,NA,NA,24,8
4099,Steve Anderson,Steve,Anderson,Pee Wee,1961-12-16,16-12,NA,36,32
16882,Robert Ryan,Robert,Ryan,NA,NA,NA,NA,1,-
16070,Tony McWilliam,Tony,McWilliam,NA,1960-03-03,03-03,NA,1,-
4173,Peter Kedwell,Peter,Kedwell,NA,1961-03-20,20-03,NA,4,-
14529,Paul Harrod,Paul,Harrod,NA,NA,NA,NA,1,-
4383,Charlie Khalifeh,Charlie,Khalifeh,NA,NA,NA,NA,5,-
4104,Pat Fairhall,Pat,Fairhall,NA,1960-05-16,16-05,NA,8,6
4111,Russell Holdsworth,Russell,Holdsworth,NA,NA,NA,NA,25,-
4110,Paul Elliott,Paul,Elliott,NA,1960-12-05,05-12,"Bombala, New South Wales, Australia",80,21
1567,Lindsay Johnston,Lindsay,Johnston,NA,1964-03-06,06-03,"Gunnedah, New South Wales, Australia",66,-
4127,Peter Fitzwalter,Peter,Fitzwalter,NA,1956-08-24,24-08,NA,2,-
4273,Glenn Mansfield,Glenn,Mansfield,NA,1962-05-17,17-05,NA,45,12
13923,Les White,Les,White,NA,NA,NA,NA,31,8
4129,Greg McElhone,Greg,McElhone,NA,NA,NA,NA,9,3
4160,Mark Bird,Mark,Bird,Birdy,1958-07-21,21-07,"Bankstown, New South Wales, Australia",1,-
4140,Col Fraser,Col,Fraser,Hollywood,1963-03-22,22-03,NA,74,59
14142,John Algate,John,Algate,NA,NA,NA,NA,1,-
16883,Mark Oliveira,Mark,Oliveira,NA,NA,NA,NA,3,-
4148,Brett Ford,Brett,Ford,NA,NA,NA,NA,6,-
14583,David Hall,David,Hall,NA,1960-07-04,04-07,NA,11,-
4199,Gerry Byron,Gerry,Byron,NA,NA,NA,NA,12,-
4152,Mark Brennan,Mark,Brennan,NA,NA,NA,NA,16,-
4143,Gerry O'Neill,Gerry,O'Neill,NA,NA,NA,NA,2,-
4139,Stephen Casey,Stephen,Casey,NA,1960-08-21,21-08,NA,53,79
4144,Richard Jones,Richard,Jones,NA,1962-01-04,04-01,NA,13,8
1136,David Greene,David,Greene,NA,1964-07-02,02-07,NA,128,230
16884,Paul Bond,Paul,Bond,NA,1965-07-13,13-07,NA,1,-
4145,Rick Powell,Rick,Powell,NA,1961-01-11,11-01,NA,9,-
4180,Craig Purcell,Craig,Purcell,NA,NA,NA,NA,8,-
4174,Kendall Thurgate,Kendall,Thurgate,NA,1963-11-13,13-11,NA,10,8
4158,Lui Bon,Lui,Bon,NA,NA,NA,NA,1,-
16089,Col Brinkley,Col,Brinkley,NA,NA,NA,NA,1,-
52182,Geoff Smith,Geoff,Smith,NA,NA,NA,NA,1,-
2607,Dean Carney,Dean,Carney,NA,1961-11-26,26-11,"Wollongong, New South Wales, Australia",109,486
4212,Tony Keevill,Tony,Keevill,NA,1960-04-30,30-04,NA,9,4
851,David Brooks,David,Brooks,NA,1962-05-24,24-05,"Walcha, New South Wales, Australia",174,273
4191,Ron Ryan,Ron,Ryan,NA,1964-11-23,23-11,NA,34,36
912,Chris Houghton,Chris,Houghton,NA,1959-10-14,14-10,NA,82,48
4167,Geoff Hay,Geoff,Hay,NA,1960-10-24,24-10,NA,9,8
1135,Matt Goodwin,Matt,Goodwin,NA,1960-10-19,19-10,NA,154,40
998,Billy Johnstone,Billy,Johnstone,NA,1958-10-26,26-10,"Cunnamulla, Queensland, Australia",166,56
1093,Scott Gale,Scott,Gale,NA,1965-02-10,10-02,NA,180,200
4171,Brian Battese,Brian,Battese,Bruiser,1961-03-25,25-03,NA,90,20
1203,Ian Freeman,Ian,Freeman,Herbie,1957-08-31,31-08,NA,66,12
4247,Peter Burgmann,Peter,Burgmann,NA,1960-11-25,25-11,NA,22,4
4176,Seamus O'Connell,Seamus,O'Connell,NA,1961-07-10,10-07,NA,61,8
2574,Michael Moseley,Michael,Moseley,NA,1960-11-13,13-11,"Sydney, New South Wales, Australia",92,24
1051,Michael O'Connor,Michael,O'Connor,Snoz,1960-11-30,30-11,"Nowra, New South Wales, Australia",193,979
4208,Matthew Wurth,Matthew,Wurth,NA,NA,NA,NA,11,-
907,Craig Dimond,Craig,Dimond,NA,1964-03-13,13-03,NA,181,88
14254,Keith Farrelly,Keith,Farrelly,NA,NA,NA,NA,1,-
486,Michael Speechley,Michael,Speechley,NA,1964-04-29,29-04,NA,178,86
74,Laurie Spina,Laurie,Spina,NA,1963-05-21,21-05,"Ingham, Queensland, Australia",172,146
2535,David Liddiard,David,Liddiard,NA,1961-02-24,24-02,"Penrith, New South Wales, Australia",135,160
4182,Don Duffy,Don,Duffy,NA,1962-10-07,07-10,NA,19,-
4228,Bradley Garrett,Bradley,Garrett,Gunga,1960-07-06,06-07,"Rockhampton, Queensland, Australia",6,-
4170,George Ghosn,George,Ghosn,NA,NA,NA,NA,6,24
4229,James Bell,James,Bell,NA,NA,NA,NA,6,-
994,Ron Gibbs,Ron,Gibbs,NA,1962-04-14,14-04,"Brewarrina, New South Wales, Australia",152,70
4218,Ken Groves,Ken,Groves,NA,1956-02-25,25-02,NA,3,-
4211,Bruce Gall,Bruce,Gall,NA,NA,NA,NA,11,4
879,Sam Backo,Sam,Backo,Slammin,1961-01-01,01-01,"Ingham, Queensland, Australia",134,72
16086,Stan Napa,Stan,Napa,NA,NA,NA,NA,4,-
4183,Darren Rodgers,Darren,Rodgers,NA,1964-11-21,21-11,NA,36,28
4177,Tim Barnes,Tim,Barnes,NA,1961-02-08,08-02,NA,29,20
4169,Peter Lehman,Peter,Lehman,NA,1960-06-20,20-06,NA,5,-
4263,Greg Evans,Greg,Evans,NA,1961-11-09,09-11,NA,20,2
1102,Brett Atkins,Brett,Atkins,NA,1964-08-05,05-08,NA,62,24
4237,Mark Massone,Mark,Massone,NA,1959-05-28,28-05,NA,5,-
4217,Matt Cruickshank,Matt,Cruickshank,NA,1961-01-30,30-01,NA,15,-
4252,Gerald Celarc,Gerald,Celarc,NA,1960-04-27,27-04,NA,35,4
1140,Alan McIndoe,Alan,McIndoe,NA,1964-05-14,14-05,NA,165,364
4223,Darryl Duncan,Darryl,Duncan,NA,1962-12-03,03-12,NA,3,-
404,Andrew Ettingshausen,Andrew,Ettingshausen,NA,1965-10-29,29-10,"Sutherland, New South Wales, Australia",328,666
2625,Greg Clements,Greg,Clements,NA,1963-09-29,29-09,NA,82,75
13920,Bill Heidke,Bill,Heidke,NA,NA,NA,NA,4,-
4285,John Kambas,John,Kambas,NA,1964-03-09,09-03,NA,10,6
4236,Bill Walker,Bill,Walker,NA,1960-01-08,08-01,NA,30,36
4222,Peter Stanford,Peter,Stanford,NA,1963-12-02,02-12,NA,4,-
4178,Greg Brown,Greg,Brown,NA,1962-04-24,24-04,NA,21,4
1056,Glenn Ryan,Glenn,Ryan,NA,1962-12-08,08-12,"Sydney, New South Wales, Australia",89,24
4207,Michael Marketo,Michael,Marketo,NA,1959-05-27,27-05,NA,59,12
14257,Col Porter,Col,Porter,NA,1961-09-06,06-09,"Darlinghurst, New South Wales, Australia",1,-
4175,Steve Keir,Steve,Keir,NA,NA,NA,NA,17,-
4179,Owen Saunders,Owen,Saunders,NA,1962-04-13,13-04,NA,48,68
4198,John Cogger,John,Cogger,NA,1963-04-26,26-04,"Sydney, New South Wales, Australia",21,4
926,David Burnes,David,Burnes,NA,1965-08-22,22-08,"Taree, New South Wales, Australia",48,37
4235,Ian Hamer,Ian,Hamer,Chow,1960-02-26,26-02,NA,2,-
1242,Darren McCarthy,Darren,McCarthy,NA,1963-11-01,01-11,NA,81,122
4244,Col Dreier,Col,Dreier,NA,1961-01-09,09-01,NA,19,32
4195,Les Biles,Les,Biles,NA,1962-09-24,24-09,NA,54,56
870,Michael Neil,Michael,Neil,NA,1964-04-29,29-04,NA,168,104
4196,George Longbottom,George,Longbottom,NA,1961-02-08,08-02,NA,18,33
4241,Kelvin Eirth,Kelvin,Eirth,NA,1963-12-10,10-12,NA,2,-
1081,Paul Beaven,Paul,Beaven,NA,1964-12-19,19-12,"Sydney, New South Wales, Australia",64,36
4240,David Banks,David,Banks,NA,NA,NA,NA,5,-
549,Paul Langmack,Paul,Langmack,NA,1965-05-10,10-05,"Sydney, New South Wales, Australia",314,172
4194,Wayne Lonergan,Wayne,Lonergan,NA,1962-02-01,01-02,NA,12,9
1133,Craig Connor,Craig,Connor,NA,1963-08-31,31-08,NA,94,40
4287,Matt Carter,Matt,Carter,NA,NA,NA,NA,18,12
4197,Brett Davidson,Brett,Davidson,NA,1962-03-17,17-03,NA,14,4
4224,Warren Gentles,Warren,Gentles,NA,NA,NA,NA,15,8
859,John Elias,John,Elias,NA,1963-12-10,10-12,NA,136,56
4203,Craig Farrugia,Craig,Farrugia,NA,1960-11-14,14-11,NA,8,4
2539,David Harris,David,Harris,NA,1964-02-20,20-02,NA,53,24
4200,Kim Patrick,Kim,Patrick,NA,1956-07-31,31-07,NA,30,32
16066,Paul McCarthy,Paul,McCarthy,NA,NA,NA,NA,2,-
4184,Bill Hardy,Bill,Hardy,NA,1963-02-24,24-02,NA,53,24
4219,Larry McMillan,Larry,McMillan,NA,NA,NA,NA,18,4
2499,Gary Wurth,Gary,Wurth,NA,1961-06-02,02-06,NA,119,197
4205,Stephen Humphreys,Stephen,Humphreys,NA,1960-03-13,13-03,"Sydney, New South Wales, Australia",42,48
4238,Rod Pethybridge,Rod,Pethybridge,NA,NA,NA,NA,39,60
4239,Errol Hillier,Errol,Hillier,NA,1962-02-22,22-02,NA,54,4
28031,Tim Welsh,Tim,Welsh,NA,NA,NA,NA,2,-
4206,Jamie Davidson,Jamie,Davidson,NA,1964-06-15,15-06,NA,26,12
1167,Steve Robinson,Steve,Robinson,NA,1965-03-04,04-03,"Penrith, New South Wales, Australia",119,56
1111,Craig Izzard,Craig,Izzard,NA,1964-07-20,20-07,NA,132,36
1070,Michael Hagan,Michael,Hagan,NA,1964-08-12,12-08,NA,191,103
1042,Mal Cochrane,Mal,Cochrane,NA,1961-04-03,03-04,"Taree, New South Wales, Australia",116,410
4225,Ron Quinn,Ron,Quinn,NA,1961-04-03,03-04,NA,70,36
508,Michael Potter,Michael,Potter,NA,1963-09-24,24-09,"Parramatta, New South Wales, Australia",201,116
14252,James Cutler,James,Cutler,NA,NA,NA,NA,4,-
4214,Dale Garrett,Dale,Garrett,NA,1959-09-25,25-09,NA,5,4
14485,John O'Connor,John,O'Connor,NA,1964-09-17,17-09,NA,27,20
4234,Glen Mortimer,Glen,Mortimer,NA,NA,NA,NA,29,12
17221,Peter Webster,Peter,Webster,NA,NA,NA,NA,2,-
4302,Matthew Loft,Matthew,Loft,NA,NA,NA,NA,14,-
2622,Chris Kinna,Chris,Kinna,NA,NA,NA,NA,51,52
17222,Wayne Jensen,Wayne,Jensen,NA,NA,NA,NA,3,-
11910,Jim Walsh,Jim,Walsh,NA,1962-08-06,06-08,NA,8,-
17224,Peter Lamb,Peter,Lamb,NA,NA,NA,NA,3,-
17223,Wayne Morrow,Wayne,Morrow,NA,1962-08-12,12-08,NA,1,-
986,Glenn Burgess,Glenn,Burgess,NA,1963-11-17,17-11,"Canterbury, New South Wales, Australia",82,44
16067,Digby Murray,Digby,Murray,NA,1962-02-02,02-02,NA,2,-
16068,Glenn Montgomery,Glenn,Montgomery,NA,1964-02-13,13-02,NA,1,-
14258,Harold Salmon,Harold,Salmon,NA,1960-04-03,03-04,NA,2,-
4502,Jack Anslow,Jack,Anslow,NA,NA,NA,NA,3,-
14255,Mick Fitzsimons,Mick,Fitzsimons,NA,1961-12-18,18-12,NA,1,-
4193,Trevor McCaffery,Trevor,McCaffery,NA,NA,NA,NA,2,-
4295,Grant Fyvie,Grant,Fyvie,NA,1963-09-14,14-09,NA,13,1
14582,Martin Horwood,Martin,Horwood,NA,1960-01-19,19-01,NA,10,-
1179,Ross Harrington,Ross,Harrington,NA,1964-12-09,09-12,"Surry Hills, New South Wales, Australia",105,60
4209,Howard Jansen,Howard,Jansen,NA,1961-07-15,15-07,NA,25,10
47375,Kevin Bryson,Kevin,Bryson,NA,NA,NA,NA,1,-
2542,Brett Clark,Brett,Clark,NA,1961-11-01,01-11,NA,75,93
2517,Michael Porter,Michael,Porter,NA,1964-03-25,25-03,NA,153,44
4392,Darryl Crosland,Darryl,Crosland,NA,NA,NA,NA,9,-
4281,Robert Muirhead,Robert,Muirhead,NA,NA,NA,NA,6,-
4226,Michael Madrusan,Michael,Madrusan,NA,NA,NA,NA,1,-
2553,Stuart Raper,Stuart,Raper,NA,1965-01-05,05-01,NA,8,-
4227,Greg Henry,Greg,Henry,NA,1962-12-13,13-12,NA,8,-
17234,David Serg,David,Serg,NA,NA,NA,NA,1,-
4220,Wayne Honeywood,Wayne,Honeywood,NA,1959-09-27,27-09,NA,22,4
4253,Mark Harrigan,Mark,Harrigan,NA,1961-05-25,25-05,NA,40,12
23985,Michael Lenon,Michael,Lenon,NA,NA,NA,NA,3,-
4274,Darren Finlayson,Darren,Finlayson,NA,1963-04-11,11-04,NA,8,-
481,Paul Dunn,Paul,Dunn,NA,1963-08-07,07-08,"Molong, New South Wales, Australia",255,32
959,David French,David,French,Frog,1963-10-03,03-10,NA,49,36
1032,David Moon,David,Moon,NA,1964-05-28,28-05,NA,91,94
4257,Geoff Selby,Geoff,Selby,NA,1965-04-11,11-04,NA,107,52
4268,Peter Johnston,Peter,Johnston,NA,1963-04-04,04-04,NA,82,66
4242,Phil Doran,Phil,Doran,NA,NA,NA,NA,7,-
2586,Craig Borg,Craig,Borg,NA,NA,NA,NA,5,-
727,Mark McGaw,Mark,McGaw,Sparkles,1964-05-17,17-05,"Cronulla, New South Wales, Australia",197,164
4276,Doug Russell,Doug,Russell,NA,NA,NA,NA,1,-
4277,Val De Bono,Val,De Bono,NA,NA,NA,NA,5,-
2569,Joe Vitanza,Joe,Vitanza,NA,1963-05-16,16-05,NA,92,16
4256,Chris Guider,Chris,Guider,NA,1962-03-09,09-03,"Yass, New South Wales, Australia",46,12
17214,Tony Gavan,Tony,Gavan,NA,1962-06-08,08-06,NA,2,-
253,John McArthur,John,McArthur,NA,1964-10-20,20-10,NA,180,275
412,Les Davidson,Les,Davidson,NA,1963-04-03,03-04,"Dubbo, New South Wales, Australia",246,72
30651,Peter Hammond,Peter,Hammond,NA,NA,NA,NA,1,-
4245,Steve Hegarty,Steve,Hegarty,NA,1962-03-21,21-03,NA,24,129
346,Greg Alexander,Greg,Alexander,Brandy,1965-03-04,04-03,"Penrith, New South Wales, Australia",265,"1,164"
2594,Wayne Portlock,Wayne,Portlock,NA,1962-09-21,21-09,NA,58,149
4288,Neil Pengilley,Neil,Pengilley,NA,NA,NA,NA,4,-
4271,Rick Montgomery,Rick,Montgomery,NA,NA,NA,NA,3,-
4278,Steve Stone,Steve,Stone,NA,1962-06-21,21-06,NA,3,-
1172,Michael Andrews,Michael,Andrews,Eddie,1962-03-18,18-03,NA,181,98
2532,Steve O'Brien,Steve,O'Brien,NA,1965-06-20,20-06,NA,114,148
4258,Steve Worthington,Steve,Worthington,NA,1964-08-03,03-08,NA,80,44
4260,Glen Leggett,Glen,Leggett,Freddie,1962-06-17,17-06,NA,42,24
1247,Joe Thomas,Joe,Thomas,NA,1964-02-13,13-02,NA,136,56
1177,Mark Ellison,Mark,Ellison,NA,1964-02-17,17-02,"Stanmore, New South Wales, Australia",111,413
4243,Craig Timmens,Craig,Timmens,NA,NA,NA,NA,1,-
4254,David Woodbury,David,Woodbury,NA,NA,NA,NA,7,8
4396,Blair Kurtz,Blair,Kurtz,NA,1963-01-28,28-01,NA,3,-
4259,Michael Wicks,Michael,Wicks,NA,1966-07-12,12-07,NA,28,-
13293,Greg Pierce,Greg,Pierce,NA,NA,NA,NA,4,8
4249,Gary Hammond,Gary,Hammond,NA,NA,NA,NA,8,4
224,Chris Johns,Chris,Johns,NA,1964-03-14,14-03,"Brisbane, Queensland, Australia",228,228
995,Ben Gonzales,Ben,Gonzales,NA,1965-03-17,17-03,Philippines,131,136
4269,Steve Davies,Steve,Davies,NA,NA,NA,NA,1,-
30652,David Lenkeith,David,Lenkeith,NA,NA,NA,NA,1,-
4246,Jim Palmer,Jim,Palmer,NA,NA,NA,NA,4,8
1170,Paul Upfield,Paul,Upfield,NA,1964-01-22,22-01,NA,93,42
19961,Bruce Honeysett,Bruce,Honeysett,NA,NA,NA,NA,2,-
4334,Michael Campbell,Michael,Campbell,NA,NA,NA,NA,11,6
4279,Phil Langley,Phil,Langley,NA,NA,NA,NA,3,-
1156,John Fifita,John,Fifita,NA,1959-07-28,28-07,NA,79,20
930,Jonathan Docking,Jonathan,Docking,NA,1964-01-21,21-01,NA,161,228
4291,Dale Thompson,Dale,Thompson,NA,NA,NA,NA,1,-
1033,Jason Moon,Jason,Moon,NA,1967-01-08,08-01,"Bulli, New South Wales, Australia",67,48
4251,Leo Epifania,Leo,Epifania,NA,1962-10-23,23-10,NA,24,38
4286,Darryl Turner,Darryl,Turner,NA,NA,NA,NA,2,-
2526,Darryl Neville,Darryl,Neville,NA,1963-10-20,20-10,NA,54,30
14250,Corey Adams,Corey,Adams,NA,1962-02-12,12-02,NA,6,-
4270,Russell Bartlett,Russell,Bartlett,NA,NA,NA,NA,5,4
4275,Nigel Wilson,Nigel,Wilson,NA,NA,NA,NA,7,4
1204,Steve Funnell,Steve,Funnell,NA,1965-11-28,28-11,"Kogarah, New South Wales, Australia",52,77
261,David Gillespie,David,Gillespie,Cement,1964-03-22,22-03,"Narromine, New South Wales, Australia",259,68
30656,Shane Jones,Shane,Jones,NA,NA,NA,NA,1,-
4272,Max Mannix,Max,Mannix,NA,NA,NA,NA,25,4
1044,Phil Daley,Phil,Daley,Milton,1964-04-01,01-04,"Sydney, New South Wales, Australia",126,4
4320,Phil Calder,Phil,Calder,NA,NA,NA,NA,13,-
47123,Ken Kelly,Ken,Kelly,Kell,1958-01-16,16-01,NA,1,-
20142,Tod Bishop,Tod,Bishop,NA,NA,NA,NA,1,-
904,Matthew Corkery,Matthew,Corkery,NA,1965-04-01,01-04,NA,74,154
4289,Steve Massey,Steve,Massey,NA,NA,NA,NA,3,-
4297,Sean O'Connor,Sean,O'Connor,NA,NA,NA,NA,20,4
3560,Mick Aldous,Mick,Aldous,NA,1960-11-26,26-11,NA,24,36
714,Paul Clarke,Paul,Clarke,NA,1964-01-25,25-01,NA,187,24
1174,Wayne Chisholm,Wayne,Chisholm,NA,1964-05-01,01-05,NA,118,48
20908,Tony Elias,Tony,Elias,NA,NA,NA,NA,1,-
20906,Wade Roach,Wade,Roach,NA,NA,NA,NA,3,-
1043,Peter Cullum,Peter,Cullum,NA,NA,NA,NA,35,16
14251,Mick Cupic,Mick,Cupic,NA,1964-07-26,26-07,NA,1,-
5596,Andy Kelly,Andy,Kelly,NA,1960-11-08,08-11,NA,1,-
4292,Ashley Lindsay,Ashley,Lindsay,NA,NA,NA,NA,10,-
2509,Mark Wheeler,Mark,Wheeler,NA,1965-04-04,04-04,NA,17,-
30655,Wayne Hall,Wayne,Hall,NA,NA,NA,NA,1,-
4293,George Katsogiannis,George,Katsogiannis,NA,1962-07-23,23-07,NA,8,4
2616,Graham Settree,Graham,Settree,NA,NA,NA,NA,33,12
4308,Vince Carr,Vince,Carr,NA,NA,NA,NA,6,-
4262,Glen Steele,Glen,Steele,NA,NA,NA,NA,8,4
4323,Jim Harvey,Jim,Harvey,NA,1961-04-02,02-04,NA,17,4
4294,Greg Duval,Greg,Duval,NA,1964-05-26,26-05,NA,22,16
4261,Garry Walker,Garry,Walker,NA,NA,NA,NA,14,4
1201,Alan Fallah,Alan,Fallah,NA,1959-03-11,11-03,"Bankstown, New South Wales, Australia",113,56
2525,Bronko Djura,Bronko,Djura,NA,1964-10-10,10-10,NA,97,229
4282,Wayne Elvin,Wayne,Elvin,NA,NA,NA,NA,2,-
4329,Geoff Blinkhorn,Geoff,Blinkhorn,Bullet,1961-03-09,09-03,NA,26,-
4264,Gary Dunbar,Gary,Dunbar,NA,1964-01-09,09-01,NA,9,-
4290,Gavin Hanrahan,Gavin,Hanrahan,NA,1965-02-19,19-02,NA,44,28
4440,Paul Daley,Paul,Daley,NA,NA,NA,NA,2,-
4267,Dave Stafford,Dave,Stafford,NA,NA,NA,NA,9,4
21367,Robert Dunning,Robert,Dunning,NA,NA,NA,NA,3,-
